id	length	protein_family	keywords
Q9QY73	323	TMEM59 family	Autophagy;Cell membrane;Direct protein sequencing;Endosome;Glycoprotein;Golgi apparatus;Lysosome;Membrane;Phosphoprotein;Reference proteome;Signal;Transmembrane;Transmembrane helix
Q9QY81	1886	NUP210 family	Endoplasmic reticulum;Glycoprotein;Membrane;mRNA transport;Nuclear pore complex;Nucleus;Phosphoprotein;Protein transport;Reference proteome;Signal;Translocation;Transmembrane;Transmembrane helix;Transport
Q9QY96	1079	G-protein coupled receptor 3 family	Alternative splicing;Calcium;Cell membrane;Disulfide bond;G-protein coupled receptor;Glycoprotein;Membrane;Metal-binding;Phosphoprotein;Receptor;Reference proteome;Signal;Transducer;Transmembrane;Transmembrane helix;Ubl conjugation
Q9QYA9	128	Glycoprotein hormones subunit beta family	Disulfide bond;Glycoprotein;Hormone;Secreted;Signal
Q9QYB0	126	Glycoprotein hormones subunit beta family	Disulfide bond;Glycoprotein;Hormone;Secreted;Signal
Q9QYC5	481	G-protein coupled receptor 1 family	Cell membrane;Cell projection;Disulfide bond;G-protein coupled receptor;Glycoprotein;Membrane;Phosphoprotein;Receptor;Reference proteome;Signal;Transducer;Transmembrane;Transmembrane helix;Ubl conjugation
Q9QYC6	603	G-protein coupled receptor 1 family	Cell membrane;Cell projection;Disulfide bond;Endoplasmic reticulum;G-protein coupled receptor;Glycoprotein;Membrane;Receptor;Reference proteome;Signal;Synapse;Transducer;Transmembrane;Transmembrane helix;Ubl conjugation
Q9QYC8	469	GDA1/CD39 NTPase family	Calcium;Disulfide bond;Endoplasmic reticulum;Glycoprotein;Hydrolase;Magnesium;Proto-oncogene;Reference proteome;Secreted;Signal
Q9QYE5	1247		Calcium;Developmental protein;Disulfide bond;EGF-like domain;Glycoprotein;Membrane;Notch signaling pathway;Phosphoprotein;Reference proteome;Repeat;Signal;Transmembrane;Transmembrane helix
Q9QYE7	1161	Integrin alpha chain family	Calcium;Cell adhesion;Disulfide bond;Glycoprotein;Integrin;Magnesium;Membrane;Metal-binding;Receptor;Reference proteome;Repeat;Signal;Transmembrane;Transmembrane helix
Q9QYH7	117	Motilin family	Alternative splicing;Amidation;Direct protein sequencing;Hormone;Lipoprotein;Reference proteome;Secreted;Signal
Q9QYI6	222		Chaperone;Endoplasmic reticulum;Phosphoprotein;Reference proteome;Signal;Unfolded protein response
Q9QYM9	374	Tomoregulin family	Alternative splicing;Disulfide bond;EGF-like domain;Glycoprotein;Membrane;Proteoglycan;Reference proteome;Repeat;Signal;Transmembrane;Transmembrane helix
Q9QYN3	276	Peptidase S1 family, Kallikrein subfamily	Alternative splicing;Disulfide bond;Glycoprotein;Hydrolase;Protease;Reference proteome;Secreted;Serine protease;Signal;Zymogen
Q9QYP0	2788		Calcium;Disulfide bond;EGF-like domain;Glycoprotein;Kelch repeat;Laminin EGF-like domain;Membrane;Phosphoprotein;Reference proteome;Repeat;Signal;Transmembrane;Transmembrane helix
Q9QYP1	1905	LDLR family	3D-structure;Calcium;Cell membrane;Developmental protein;Differentiation;Disulfide bond;EGF-like domain;Endocytosis;Glycoprotein;Membrane;Receptor;Reference proteome;Repeat;Signal;Transmembrane;Transmembrane helix;Wnt signaling pathway
Q9QYS1	364	Wnt family	Developmental protein;Disulfide bond;Extracellular matrix;Glycoprotein;Lipoprotein;Reference proteome;Secreted;Signal;Wnt signaling pathway
Q9QYS2	879	G-protein coupled receptor 3 family	Cell membrane;Disulfide bond;G-protein coupled receptor;Glycoprotein;Membrane;Receptor;Reference proteome;Signal;Transducer;Transmembrane;Transmembrane helix
Q9QYV0	864		Alternative splicing;Angiogenesis;Cell adhesion;Cell junction;Cell projection;Cilium;Cleavage on pair of basic residues;Collagen degradation;Cytoplasmic vesicle;Disulfide bond;EGF-like domain;Flagellum;Glycoprotein;Hydrolase;Membrane;Metal-binding;Metalloprotease;Phosphoprotein;Protease;Reference proteome;SH3-binding;Signal;Transmembrane;Transmembrane helix;Zinc;Zymogen
Q9QYV1	373	Tomoregulin family	Cell membrane;Developmental protein;Disulfide bond;EGF-like domain;Glycoprotein;Membrane;Reference proteome;Repeat;Signal;Transmembrane;Transmembrane helix
Q9QYX2	149	Pancreatic ribonuclease family	Disulfide bond;Endonuclease;Glycoprotein;Hydrolase;Lyase;Nuclease;Secreted;Signal
Q9QYX3	149	Pancreatic ribonuclease family	Disulfide bond;Endonuclease;Glycoprotein;Hydrolase;Lyase;Nuclease;Secreted;Signal
Q9QYY7	184		Angiogenesis;Disulfide bond;Glycoprotein;Proteoglycan;Reference proteome;Secreted;Signal
Q9QYZ8	259	Dickkopf family	3D-structure;Developmental protein;Disulfide bond;Glycoprotein;Reference proteome;Secreted;Signal;Wnt signaling pathway
Q9QYZ9	310	Peptidase S1 family	Cell membrane;Disulfide bond;Glycoprotein;GPI-anchor;Hydrolase;Ion transport;Lipoprotein;Membrane;Protease;Reference proteome;Serine protease;Signal;Sodium;Sodium transport;Transport;Zymogen
Q9QZ25	500	Carbon-nitrogen hydrolase superfamily, BTD/VNN family	Cell membrane;Glycoprotein;GPI-anchor;Hydrolase;Lipoprotein;Membrane;Reference proteome;Signal
Q9QZB0	210		Cytoplasm;Glycoprotein;GTPase activation;Membrane;Nucleus;Phosphoprotein;Reference proteome;Signal transduction inhibitor;Synapse;Synaptosome;Ubl conjugation
Q9QZB1	239		Cytoplasm;Glycoprotein;Lipoprotein;Membrane;Nucleus;Palmitate;Phosphoprotein;Reference proteome;Signal transduction inhibitor;Ubl conjugation
Q9QZC2	1574	Plexin family	Disulfide bond;Glycoprotein;Membrane;Phosphoprotein;Receptor;Reference proteome;Signal;Transmembrane;Transmembrane helix
Q9QZE3	343	Peptidase C1 family	Disulfide bond;Glycoprotein;Hydrolase;Lysosome;Protease;Reference proteome;Signal;Thiol protease;Zymogen
Q9QZF2	557	Glypican family	Cell membrane;Copper;Disulfide bond;Endosome;Glycoprotein;GPI-anchor;Heparan sulfate;Lipoprotein;Membrane;Proteoglycan;Reference proteome;S-nitrosylation;Secreted;Signal;Zinc
Q9QZH0	538	G-protein coupled receptor Fz/Smo family	Cell membrane;Developmental protein;Disulfide bond;G-protein coupled receptor;Glycoprotein;Membrane;Receptor;Reference proteome;Signal;Transducer;Transmembrane;Transmembrane helix;Ubl conjugation;Wnt signaling pathway
Q9QZJ6	164	MFAP family	Disulfide bond;Extracellular matrix;Glycoprotein;Reference proteome;Secreted;Signal
Q9QZK5	480	Peptidase S1C family	Cell membrane;Cytoplasm;Disulfide bond;Growth factor binding;Hydrolase;Membrane;Protease;Reference proteome;Secreted;Serine protease;Signal
Q9QZK8	350	DNase II family	Apoptosis;Developmental protein;Disulfide bond;Endonuclease;Glycoprotein;Hydrolase;Lysosome;Nuclease;Reference proteome;Signal
Q9QZK9	356	DNase II family	Direct protein sequencing;Endonuclease;Glycoprotein;Hydrolase;Lysosome;Nuclease;Reference proteome;Signal
Q9QZL1	225	Somatotropin/prolactin family	Disulfide bond;Hormone;Lactation;Phosphoprotein;Secreted;Signal
Q9QZL9	230		Cytoplasmic vesicle;Glycoprotein;Reference proteome;Secreted;Signal
Q9QZM3	225	IL-6 superfamily	Cytokine;Glycoprotein;Reference proteome;Secreted;Signal
Q9QZM4	381		Apoptosis;Disulfide bond;Glycoprotein;Membrane;Receptor;Reference proteome;Repeat;Signal;Transmembrane;Transmembrane helix
Q9QZM6	1181	Ca(2+):cation antiporter (CaCA) (TC 2.A.19) family, SLC24A subfamily	Alternative splicing;Antiport;Calcium;Calcium transport;Cell membrane;Glycoprotein;Ion transport;Membrane;Phosphoprotein;Reference proteome;Repeat;Sensory transduction;Signal;Symport;Transmembrane;Transmembrane helix;Transport;Vision
Q9QZQ3	123	Urotensin-2 family	Cleavage on pair of basic residues;Disulfide bond;Hormone;Reference proteome;Secreted;Signal
Q9QZQ4	123	Urotensin-2 family	Cleavage on pair of basic residues;Disulfide bond;Hormone;Reference proteome;Secreted;Signal
Q9QZQ5	351	CCN family	3D-structure;Cell junction;Cytoplasm;Disulfide bond;Gap junction;Glycoprotein;Growth factor;Hormone;Lipoprotein;Palmitate;Reference proteome;Secreted;Signal
Q9QZR9	1682	Type IV collagen family	Alternative splicing;Basement membrane;Collagen;Disulfide bond;Extracellular matrix;Glycoprotein;Hydroxylation;Reference proteome;Repeat;Secreted;Signal
Q9QZS0	1669	Type IV collagen family	Basement membrane;Cell adhesion;Collagen;Disulfide bond;Extracellular matrix;Glycoprotein;Phosphoprotein;Reference proteome;Repeat;Secreted;Signal
Q9QZS7	1256	Immunoglobulin superfamily	Alternative splicing;Cell adhesion;Cell membrane;Developmental protein;Disulfide bond;Glycoprotein;Immunoglobulin domain;Membrane;Myogenesis;Phosphoprotein;Reference proteome;Repeat;Signal;Transmembrane;Transmembrane helix
Q9QZT0	607		Cytoplasmic vesicle;Disulfide bond;Glycoprotein;Membrane;Reference proteome;Repeat;Signal;Transmembrane;Transmembrane helix
Q9QZT3	151	Phospholipase A2 family	Calcium;Cleavage on pair of basic residues;Cytoplasmic vesicle;Disulfide bond;Hydrolase;Lipid metabolism;Lysosome;Metal-binding;Phospholipid metabolism;Reference proteome;Secreted;Signal
Q9QZT4	168	Phospholipase A2 family	Alternative splicing;Calcium;Cell membrane;Disulfide bond;Glycoprotein;Hydrolase;Immunity;Innate immunity;Lipid degradation;Lipid metabolism;Membrane;Metal-binding;Reference proteome;Secreted;Signal
Q9QZY5	390		Adaptive immunity;Disulfide bond;Endosome;Glycoprotein;Golgi apparatus;Immunity;Immunoglobulin domain;Lipid-binding;Lysosome;Membrane;Reference proteome;Signal;Transmembrane;Transmembrane helix;Ubl conjugation
Q9QZY6	332		Adaptive immunity;Cell membrane;Disulfide bond;Endosome;Glycoprotein;Immunity;Immunoglobulin domain;Membrane;Reference proteome;Signal;Transmembrane;Transmembrane helix
Q9QZY7	332		Adaptive immunity;Cell membrane;Disulfide bond;Endosome;Glycoprotein;Immunity;Immunoglobulin domain;Membrane;Reference proteome;Signal;Transmembrane;Transmembrane helix
Q9QZY8	332		Adaptive immunity;Cell membrane;Disulfide bond;Endosome;Glycoprotein;Immunity;Immunoglobulin domain;Membrane;Reference proteome;Signal;Transmembrane;Transmembrane helix
Q9QZY9	330		Adaptive immunity;Cell membrane;Disulfide bond;Endosome;Glycoprotein;Immunity;Immunoglobulin domain;Lysosome;Membrane;Reference proteome;Signal;Transmembrane;Transmembrane helix
Q9QZZ0	332		Adaptive immunity;Cell membrane;Disulfide bond;Endosome;Glycoprotein;Immunity;Immunoglobulin domain;Lysosome;Membrane;Reference proteome;Signal;Transmembrane;Transmembrane helix
Q9QZZ1	332		Adaptive immunity;Cell membrane;Disulfide bond;Endosome;Glycoprotein;Immunity;Immunoglobulin domain;Lysosome;Membrane;Reference proteome;Signal;Transmembrane;Transmembrane helix
Q9QZZ2	333		Adaptive immunity;Cell membrane;Disulfide bond;Endosome;Glycoprotein;Immunity;Immunoglobulin domain;Lysosome;Membrane;Reference proteome;Signal;Transmembrane;Transmembrane helix
Q9QZZ6	201	Dermatopontin family	Cell adhesion;Disulfide bond;Extracellular matrix;Pyrrolidone carboxylic acid;Reference proteome;Repeat;Secreted;Signal;Sulfation
Q9R001	930		Cleavage on pair of basic residues;Disulfide bond;Extracellular matrix;Glycoprotein;Hydrolase;Metal-binding;Metalloprotease;Protease;Reference proteome;Repeat;Secreted;Signal;Zinc;Zymogen
Q9R006	250	Somatotropin/prolactin family	Disulfide bond;Glycoprotein;Hormone;Reference proteome;Secreted;Signal
Q9R013	462	Peptidase C1 family	Disulfide bond;Glycoprotein;Hydrolase;Lysosome;Protease;Reference proteome;Signal;Thiol protease;Zymogen
Q9R014	334	Peptidase C1 family	Disulfide bond;Glycoprotein;Hydrolase;Lysosome;Protease;Reference proteome;Signal;Thiol protease;Zymogen
Q9R044	1252	Immunoglobulin superfamily	Alternative splicing;Cell adhesion;Cell membrane;Developmental protein;Disulfide bond;Glycoprotein;Immunoglobulin domain;Membrane;Myogenesis;Phosphoprotein;Reference proteome;Repeat;Signal;Transmembrane;Transmembrane helix
Q9R045	493		Coiled coil;Disulfide bond;Glycoprotein;Reference proteome;Secreted;Signal
Q9R066	365		Alternative splicing;Cell adhesion;Cell junction;Cell membrane;Disulfide bond;Glycoprotein;Immunoglobulin domain;Lipoprotein;Membrane;Palmitate;Phosphoprotein;Receptor;Reference proteome;Repeat;Signal;Tight junction;Transmembrane;Transmembrane helix
Q9R069	622		Cell adhesion;Cell membrane;Disulfide bond;Glycoprotein;Immunoglobulin domain;Membrane;Phosphoprotein;Receptor;Reference proteome;Repeat;Signal;Transmembrane;Transmembrane helix
Q9R087	555	Glypican family	Cell membrane;Glycoprotein;GPI-anchor;Heparan sulfate;Lipoprotein;Membrane;Proteoglycan;Reference proteome;Secreted;Signal
Q9R092	317	Short-chain dehydrogenases/reductases (SDR) family	Endoplasmic reticulum;Endosome;Glycoprotein;Lipid metabolism;Membrane;Microsome;NAD;Oxidoreductase;Reference proteome;Signal;Steroid metabolism
Q9R097	507		Cell membrane;Cytoplasm;Disulfide bond;Glycoprotein;Membrane;Protease inhibitor;Reference proteome;Repeat;Secreted;Serine protease inhibitor;Signal
Q9R098	653	Peptidase S1 family	Disulfide bond;EGF-like domain;Glycoprotein;Hydrolase;Kringle;Protease;Reference proteome;Repeat;Secreted;Serine protease;Signal;Zymogen
Q9R0B6	1581		Basement membrane;Cell adhesion;Coiled coil;Disulfide bond;Extracellular matrix;Glycoprotein;Laminin EGF-like domain;Reference proteome;Repeat;Secreted;Signal
Q9R0B9	737		Cytoplasm;Dioxygenase;Endoplasmic reticulum;Glycoprotein;Iron;Membrane;Metal-binding;Oxidoreductase;Phosphoprotein;Reference proteome;Signal;Vitamin C
Q9R0D6	427	Eukaryotic cobalamin transport proteins family	3D-structure;Cobalt;Cobalt transport;Disulfide bond;Ion transport;Metal-binding;Reference proteome;Secreted;Signal;Transport
Q9R0E1	741		Dioxygenase;Disulfide bond;Endoplasmic reticulum;Glycoprotein;Glycosyltransferase;Iron;Manganese;Membrane;Metal-binding;Multifunctional enzyme;Oxidoreductase;Reference proteome;Secreted;Signal;Transferase;Vitamin C
Q9R0E2	728		Dioxygenase;Endoplasmic reticulum;Glycoprotein;Iron;Membrane;Metal-binding;Oxidoreductase;Reference proteome;Signal;Vitamin C
Q9R0G6	755	Thrombospondin family	3D-structure;Apoptosis;Calcium;Cell adhesion;Disulfide bond;EGF-like domain;Extracellular matrix;Glycoprotein;Heparin-binding;Phosphoprotein;Reference proteome;Repeat;Secreted;Signal
Q9R0H2	261		Alternative splicing;Glycoprotein;Membrane;Phosphoprotein;Reference proteome;Signal;Transmembrane;Transmembrane helix
Q9R0J8	435	Peptidase C13 family	Disulfide bond;Glycoprotein;Hydrolase;Lysosome;Protease;Reference proteome;Signal;Thiol protease;Zymogen
Q9R0K8	296	Stanniocalcin family	Disulfide bond;Glycoprotein;Hormone;Reference proteome;Secreted;Signal
Q9R0L9	197	CD164 family	Cell adhesion;Cell membrane;Endosome;Glycoprotein;Lysosome;Membrane;Myogenesis;Reference proteome;Signal;Transmembrane;Transmembrane helix
Q9R0M0	2919	G-protein coupled receptor 2 family, LN-TM7 subfamily	Alternative splicing;Calcium;Cell membrane;Developmental protein;Direct protein sequencing;Disulfide bond;EGF-like domain;G-protein coupled receptor;Glycoprotein;Hydroxylation;Laminin EGF-like domain;Membrane;Receptor;Reference proteome;Repeat;Signal;Transducer;Transmembrane;Transmembrane helix
Q9R0M3	464		Alternative splicing;Disulfide bond;Glycoprotein;Proteoglycan;Reference proteome;Repeat;Signal;Sushi
Q9R0M4	503	Podocalyxin family	Cell adhesion;Cell membrane;Cell projection;Glycoprotein;Membrane;Phosphoprotein;Reference proteome;Signal;Transmembrane;Transmembrane helix
Q9R0Q3	201	EMP24/GP25L family	Coiled coil;Cytoplasmic vesicle;Endoplasmic reticulum;ER-Golgi transport;Golgi apparatus;Membrane;Protein transport;Reference proteome;Signal;Transmembrane;Transmembrane helix;Transport
Q9R0R1	738	Transferrin family	Cell membrane;Disulfide bond;Glycoprotein;GPI-anchor;Ion transport;Iron;Iron transport;Lipoprotein;Membrane;Metal-binding;Phosphoprotein;Reference proteome;Repeat;Signal;Transport;Zinc
Q9R0R3	77	Apelin family	Angiogenesis;Cleavage on pair of basic residues;Developmental protein;Gastrulation;Hormone;Reference proteome;Secreted;Signal
Q9R0R4	77	Apelin family	Angiogenesis;Cleavage on pair of basic residues;Developmental protein;Gastrulation;Hormone;Reference proteome;Secreted;Signal
Q9R0S2	618	Peptidase M10A family	Calcium;Cell adhesion;Cell membrane;Cleavage on pair of basic residues;Disulfide bond;Extracellular matrix;Golgi apparatus;Hydrolase;Membrane;Metal-binding;Metalloprotease;Protease;Reference proteome;Repeat;Secreted;Signal;Transmembrane;Transmembrane helix;Zinc;Zymogen
Q9R0S3	578	Peptidase M10A family	Calcium;Cell membrane;Cleavage on pair of basic residues;Disulfide bond;Extracellular matrix;Glycoprotein;GPI-anchor;Hydrolase;Lipoprotein;Membrane;Metal-binding;Metalloprotease;Protease;Reference proteome;Repeat;Secreted;Signal;Zinc;Zymogen
Q9R0T3	504		Disulfide bond;Endoplasmic reticulum;Phosphoprotein;Reference proteome;Repeat;Signal;TPR repeat;Unfolded protein response
Q9R0T4	886		Calcium;Cell adhesion;Cell junction;Cell membrane;Cleavage on pair of basic residues;Cytoplasm;Disulfide bond;Endosome;Glycoprotein;Golgi apparatus;Membrane;Metal-binding;Phosphoprotein;Reference proteome;Repeat;Signal;Transmembrane;Transmembrane helix;Ubl conjugation
Q9R0T7	246	Peptidase S1 family	Autocatalytic cleavage;Calcium;Disulfide bond;Hydrolase;Metal-binding;Protease;Reference proteome;Secreted;Serine protease;Signal;Zymogen
Q9R0W9	494	Ligand-gated ion channel (TC 1.A.9) family, Acetylcholine receptor (TC 1.A.9.1) subfamily, Alpha-6/CHRNA6 sub-subfamily	Cell membrane;Disulfide bond;Glycoprotein;Ion channel;Ion transport;Ligand-gated ion channel;Membrane;Phosphoprotein;Receptor;Reference proteome;Signal;Synapse;Transmembrane;Transmembrane helix;Transport
Q9R0X2	467		Disulfide bond;Glycoprotein;Hydrolase;Metal-binding;Metalloprotease;Protease;Reference proteome;Secreted;Signal;Zinc;Zymogen
Q9R0Y8	465	Ligand-gated ion channel (TC 1.A.9) family, Gamma-aminobutyric acid receptor (TC 1.A.9.5) subfamily, GABRG1 sub-subfamily	Cell membrane;Chloride;Chloride channel;Disulfide bond;Glycoprotein;Ion channel;Ion transport;Lipoprotein;Membrane;Palmitate;Postsynaptic cell membrane;Reference proteome;Signal;Synapse;Transmembrane;Transmembrane helix;Transport
