Entry	Length	Protein families	Keywords
P86258	14	Conotoxin T superfamily	Amidation;Direct protein sequencing;Disulfide bond;Secreted;Toxin
P86259	14	Conotoxin T superfamily	Amidation;Direct protein sequencing;Disulfide bond;Secreted;Toxin
P86260	16	Conotoxin M superfamily	Direct protein sequencing;Disulfide bond;Secreted;Toxin
P86261	16	Conotoxin A superfamily	Acetylcholine receptor inhibiting toxin;Amidation;Direct protein sequencing;Disulfide bond;Ion channel impairing toxin;Neurotoxin;Postsynaptic neurotoxin;Secreted;Toxin
P86262	17	Conotoxin M superfamily	Direct protein sequencing;Disulfide bond;Hydroxylation;Secreted;Toxin
P86263	19	Conotoxin M superfamily	Direct protein sequencing;Disulfide bond;Secreted;Toxin
P86264	15	Conotoxin T superfamily	Amidation;Direct protein sequencing;Disulfide bond;Neurotoxin;Secreted;Toxin
P86269	35	Neurotoxin 33 family	3D-structure;Calcium channel impairing toxin;Direct protein sequencing;Disulfide bond;Ion channel impairing toxin;Knottin;Neurotoxin;Secreted;Toxin
P86270	63	Short scorpion toxin superfamily, Potassium channel inhibitor family, Alpha-KTx 21 subfamily	Direct protein sequencing;Disulfide bond;Ion channel impairing toxin;Neurotoxin;Potassium channel impairing toxin;Secreted;Signal;Toxin;Voltage-gated potassium channel impairing toxin
P86271	58	Short scorpion toxin superfamily, Potassium channel inhibitor family, Alpha-KTx 20 subfamily	3D-structure;Direct protein sequencing;Disulfide bond;Ion channel impairing toxin;Neurotoxin;Potassium channel impairing toxin;Secreted;Signal;Toxin
P86295	18		Direct protein sequencing;Secreted;Toxin
P86348	20		Direct protein sequencing;Hemorrhagic toxin;Hemostasis impairing toxin;Hydrolase;Secreted;Toxin
P86362	20	Conotoxin A superfamily	Acetylcholine receptor inhibiting toxin;Direct protein sequencing;Disulfide bond;Ion channel impairing toxin;Neurotoxin;Postsynaptic neurotoxin;Secreted;Toxin
P86382	60	Three-finger toxin family, Short-chain subfamily, Type IA cytotoxin sub-subfamily	Cardiotoxin;Cytolysis;Direct protein sequencing;Disulfide bond;Membrane;Reference proteome;Secreted;Target cell membrane;Target membrane;Toxin
P86392	393	Venom metalloproteinase (M12B) family, Antarease-like subfamily	Direct protein sequencing;Disulfide bond;Hydrolase;Metal-binding;Metalloprotease;Neurotoxin;Presynaptic neurotoxin;Protease;Secreted;Signal;Toxin;Zinc
P86396	37	Short scorpion toxin superfamily, Potassium channel inhibitor family, Alpha-KTx 03 subfamily	Amidation;Direct protein sequencing;Disulfide bond;Ion channel impairing toxin;Neurotoxin;Potassium channel impairing toxin;Secreted;Toxin;Voltage-gated potassium channel impairing toxin
P86398	28	Short scorpion toxin superfamily, Potassium channel inhibitor family, Alpha-KTx 09 subfamily	Direct protein sequencing;Disulfide bond;Ion channel impairing toxin;Neurotoxin;Potassium channel impairing toxin;Secreted;Toxin;Voltage-gated potassium channel impairing toxin
P86399	64	Scorpion calcin-like family	3D-structure;Calcium channel impairing toxin;Direct protein sequencing;Disulfide bond;Ion channel impairing toxin;Knottin;Neurotoxin;Potassium channel impairing toxin;Ryanodine-sensitive calcium-release channel impairing toxin;Secreted;Signal;Toxin
P86400	57	Short scorpion toxin superfamily, Potassium channel inhibitor family, Alpha-KTx 08 subfamily	Direct protein sequencing;Disulfide bond;Ion channel impairing toxin;Neurotoxin;Potassium channel impairing toxin;Secreted;Signal;Toxin;Voltage-gated potassium channel impairing toxin
P86401	39	Short scorpion toxin superfamily, Chloride channel inhibitor family	Amidation;Direct protein sequencing;Disulfide bond;Ion channel impairing toxin;Knottin;Potassium channel impairing toxin;Secreted;Signal;Toxin;Voltage-gated potassium channel impairing toxin
P86402	35	Short scorpion toxin superfamily, Chloride channel inhibitor family	Amidation;Direct protein sequencing;Disulfide bond;Ion channel impairing toxin;Knottin;Potassium channel impairing toxin;Secreted;Toxin;Voltage-gated potassium channel impairing toxin
P86403	85	Long (4 C-C) scorpion toxin superfamily, Sodium channel inhibitor family, Alpha subfamily	Amidation;Antibiotic;Antimicrobial;Direct protein sequencing;Disulfide bond;Ion channel impairing toxin;Neurotoxin;Secreted;Signal;Toxin;Voltage-gated sodium channel impairing toxin
P86404	86	Long (4 C-C) scorpion toxin superfamily, Sodium channel inhibitor family, Alpha subfamily	Direct protein sequencing;Disulfide bond;Ion channel impairing toxin;Neurotoxin;Secreted;Signal;Toxin;Voltage-gated sodium channel impairing toxin
P86405	86	Long (4 C-C) scorpion toxin superfamily, Sodium channel inhibitor family, Alpha subfamily	3D-structure;Antimicrobial;Direct protein sequencing;Disulfide bond;Ion channel impairing toxin;Neurotoxin;Secreted;Signal;Toxin;Voltage-gated sodium channel impairing toxin
P86406	86	Long (4 C-C) scorpion toxin superfamily, Sodium channel inhibitor family	Antibiotic;Antimicrobial;Calcium-activated potassium channel impairing toxin;Direct protein sequencing;Disulfide bond;Ion channel impairing toxin;Neurotoxin;Potassium channel impairing toxin;Secreted;Signal;Toxin;Voltage-gated sodium channel impairing toxin
P86407	75	Non-disulfide-bridged peptide (NDBP) superfamily, Long chain multifunctional peptide (group 2) family	Antibiotic;Antimicrobial;Cleavage on pair of basic residues;Cytolysis;Direct protein sequencing;Fungicide;Secreted;Signal;Toxin
P86408	85	Long (4 C-C) scorpion toxin superfamily, Sodium channel inhibitor family, Alpha subfamily	3D-structure;Amidation;Direct protein sequencing;Disulfide bond;Ion channel impairing toxin;Neurotoxin;Secreted;Signal;Toxin;Voltage-gated sodium channel impairing toxin
P86418	36	Neurotoxin 10 (Hwtx-1) family, 53 (PNTx27C4) subfamily	Calcium channel impairing toxin;Direct protein sequencing;Disulfide bond;Ion channel impairing toxin;Knottin;Neurotoxin;Secreted;Toxin;Voltage-gated calcium channel impairing toxin
P86419	66	Three-finger toxin family, Short-chain subfamily, Aminergic toxin sub-subfamily	Direct protein sequencing;Disulfide bond;G-protein coupled receptor impairing toxin;Secreted;Toxin
P86420	56	Three-finger toxin family, Short-chain subfamily, Type I alpha-neurotoxin sub-subfamily	Acetylcholine receptor inhibiting toxin;Direct protein sequencing;Disulfide bond;Ion channel impairing toxin;Neurotoxin;Postsynaptic neurotoxin;Secreted;Toxin
P86421	59	Three-finger toxin family, Short-chain subfamily	Acetylcholine receptor inhibiting toxin;Direct protein sequencing;Disulfide bond;Ion channel impairing toxin;Neurotoxin;Postsynaptic neurotoxin;Secreted;Toxin
P86422	62	Three-finger toxin family, Short-chain subfamily, Type I alpha-neurotoxin sub-subfamily	Acetylcholine receptor inhibiting toxin;Direct protein sequencing;Disulfide bond;Ion channel impairing toxin;Neurotoxin;Postsynaptic neurotoxin;Secreted;Toxin
P86423	64	Three-finger toxin family, Ancestral subfamily	Acetylcholine receptor inhibiting toxin;Direct protein sequencing;Disulfide bond;Ion channel impairing toxin;Neurotoxin;Postsynaptic neurotoxin;Secreted;Toxin
P86424	64	Three-finger toxin family, Ancestral subfamily	Acetylcholine receptor inhibiting toxin;Direct protein sequencing;Disulfide bond;Ion channel impairing toxin;Neurotoxin;Postsynaptic neurotoxin;Secreted;Toxin
P86425	29	Three-finger toxin family, Short-chain subfamily, Type I alpha-neurotoxin sub-subfamily	Acetylcholine receptor inhibiting toxin;Direct protein sequencing;Disulfide bond;Ion channel impairing toxin;Neurotoxin;Postsynaptic neurotoxin;Secreted;Toxin
P86436	34	Short scorpion toxin superfamily, Chloride channel inhibitor family	Chloride channel impairing toxin;Direct protein sequencing;Disulfide bond;Ion channel impairing toxin;Knottin;Secreted;Toxin;Voltage-gated chloride channel impairing toxin
P86446	10		Bradykinin receptor impairing toxin;Direct protein sequencing;G-protein coupled receptor impairing toxin;Secreted;Toxin;Vasoactive
P86447	10		Bradykinin receptor impairing toxin;Direct protein sequencing;G-protein coupled receptor impairing toxin;Secreted;Toxin;Vasoactive
P86453	121	Phospholipase A2 family, Group II subfamily, K49 sub-subfamily	Direct protein sequencing;Disulfide bond;Myotoxin;Neurotoxin;Presynaptic neurotoxin;Secreted;Toxin
P86456	121	Phospholipase A2 family, Group II subfamily, D49 sub-subfamily	Calcium;Direct protein sequencing;Disulfide bond;Hydrolase;Lipid degradation;Lipid metabolism;Metal-binding;Secreted;Toxin
P86497	89	Peptidase S1 family, Snake venom subfamily	Direct protein sequencing;Disulfide bond;Fibrinolytic toxin;Glycoprotein;Hemostasis impairing toxin;Hydrolase;Hypotensive agent;Protease;Secreted;Serine protease;Toxin
P86500	83		Amidation;Direct protein sequencing;Disulfide bond;Hydroxylation;Secreted;Toxin
P86522	35	Three-finger toxin family, Long-chain subfamily, Type II alpha-neurotoxin sub-subfamily	Acetylcholine receptor inhibiting toxin;Direct protein sequencing;Disulfide bond;Ion channel impairing toxin;Neurotoxin;Postsynaptic neurotoxin;Secreted;Toxin
P86523	27	Phospholipase A2 family, Group I subfamily	Calcium;Direct protein sequencing;Disulfide bond;Hydrolase;Lipid degradation;Lipid metabolism;Metal-binding;Neurotoxin;Presynaptic neurotoxin;Secreted;Toxin
P86524	31	Phospholipase A2 family, Group I subfamily	Direct protein sequencing;Disulfide bond;Neurotoxin;Presynaptic neurotoxin;Secreted;Toxin
P86525	20	Phospholipase A2 family, Group I subfamily	Direct protein sequencing;Disulfide bond;Neurotoxin;Presynaptic neurotoxin;Secreted;Toxin
P86530	16	Peptidase S1 family, Snake venom subfamily	Direct protein sequencing;Disulfide bond;Hemostasis impairing toxin;Hydrolase;Protease;Secreted;Serine protease;Toxin
P86531	15	Peptidase S1 family, Snake venom subfamily	Direct protein sequencing;Disulfide bond;Hemostasis impairing toxin;Hydrolase;Protease;Secreted;Serine protease;Toxin
P86532	16	Peptidase S1 family, Snake venom subfamily	Direct protein sequencing;Disulfide bond;Hemostasis impairing toxin;Hydrolase;Protease;Secreted;Serine protease;Toxin
P86535	20	Flavin monoamine oxidase family, FIG1 subfamily	Antibiotic;Antimicrobial;Apoptosis;Cytolysis;Direct protein sequencing;Disulfide bond;FAD;Flavoprotein;Glycoprotein;Hemolysis;Hemostasis impairing toxin;Oxidoreductase;Secreted;Toxin
P86536	19	Venom metalloproteinase (M12B) family, P-III subfamily, P-IIId sub-subfamily	Blood coagulation cascade activating toxin;Direct protein sequencing;Disulfide bond;Glycoprotein;Hemostasis impairing toxin;Hydrolase;Metal-binding;Metalloprotease;Protease;Secreted;Toxin;Zinc
P86537	10	CRISP family	Calcium channel impairing toxin;Direct protein sequencing;Disulfide bond;Ion channel impairing toxin;Neurotoxin;Secreted;Toxin
P86538	60	Three-finger toxin family, Short-chain subfamily, Type IA cytotoxin sub-subfamily	Cardiotoxin;Cytolysis;Direct protein sequencing;Disulfide bond;Membrane;Reference proteome;Secreted;Target cell membrane;Target membrane;Toxin
P86539	30	Three-finger toxin family, Short-chain subfamily, Type IA cytotoxin sub-subfamily	Cardiotoxin;Cytolysis;Direct protein sequencing;Disulfide bond;Membrane;Reference proteome;Secreted;Target cell membrane;Target membrane;Toxin
P86540	60	Three-finger toxin family, Short-chain subfamily, Type IA cytotoxin sub-subfamily	Cardiotoxin;Cytolysis;Direct protein sequencing;Disulfide bond;Membrane;Reference proteome;Secreted;Target cell membrane;Target membrane;Toxin
P86541	60	Three-finger toxin family, Short-chain subfamily, Type IA cytotoxin sub-subfamily	Cardiotoxin;Cytolysis;Direct protein sequencing;Disulfide bond;Membrane;Reference proteome;Secreted;Target cell membrane;Target membrane;Toxin
P86543	33	CRISP family	Calcium channel impairing toxin;Direct protein sequencing;Disulfide bond;Ion channel impairing toxin;Neurotoxin;Reference proteome;Secreted;Toxin;Voltage-gated calcium channel impairing toxin
P86544	26	Three-finger toxin family, Short-chain subfamily, Orphan group VIII (haditoxin) sub-subfamily	Direct protein sequencing;Disulfide bond;G-protein coupled acetylcholine receptor impairing toxin;G-protein coupled receptor impairing toxin;Neurotoxin;Postsynaptic neurotoxin;Reference proteome;Secreted;Toxin
P86545	36	Peptidase S1 family, Snake venom subfamily	Blood coagulation cascade activating toxin;Direct protein sequencing;Disulfide bond;Hemostasis impairing toxin;Hydrolase;Protease;Reference proteome;Secreted;Serine protease;Toxin
P86716	166	Spiderine family, Cationic/spiderine subfamily	3D-structure;Antibiotic;Antimicrobial;Cytolysis;Direct protein sequencing;Disulfide bond;Knottin;Secreted;Signal;Toxin
P86717	166	Spiderine family, Cationic/spiderine subfamily	Antibiotic;Antimicrobial;Cytolysis;Disulfide bond;Knottin;Secreted;Signal;Toxin
P86718	171	Spiderine family, Cationic/spiderine subfamily	Antibiotic;Antimicrobial;Cytolysis;Direct protein sequencing;Disulfide bond;Knottin;Secreted;Signal;Toxin
P86719	171	Spiderine family, Cationic/spiderine subfamily	Antibiotic;Antimicrobial;Cytolysis;Disulfide bond;Knottin;Secreted;Signal;Toxin
P86721	12	Bradykinin-potentiating peptide family	Direct protein sequencing;Hypotensive agent;Metalloenzyme inhibitor;Metalloprotease inhibitor;Protease inhibitor;Pyrrolidone carboxylic acid;Secreted;Toxin
P86802	238	Venom metalloproteinase (M12B) family, P-I subfamily	Calcium;Direct protein sequencing;Disulfide bond;Fibrinogenolytic toxin;Hemostasis impairing toxin;Hydrolase;Metal-binding;Metalloprotease;Protease;Secreted;Toxin;Zinc
P86803	121	Phospholipase A2 family, Group II subfamily, D49 sub-subfamily	Calcium;Direct protein sequencing;Disulfide bond;Hydrolase;Lipid degradation;Lipid metabolism;Metal-binding;Myotoxin;Neurotoxin;Presynaptic neurotoxin;Secreted;Toxin
P86804	121	Phospholipase A2 family, Group II subfamily, D49 sub-subfamily	Calcium;Cytolysis;Direct protein sequencing;Disulfide bond;Hydrolase;Lipid degradation;Lipid metabolism;Metal-binding;Myotoxin;Neurotoxin;Presynaptic neurotoxin;Secreted;Toxin
P86805	122	Phospholipase A2 family, Group II subfamily, D49 sub-subfamily	Blood coagulation cascade inhibiting toxin;Calcium;Direct protein sequencing;Disulfide bond;Hemostasis impairing toxin;Hydrolase;Lipid degradation;Lipid metabolism;Metal-binding;Myotoxin;Secreted;Toxin
P86806	122	Phospholipase A2 family, Group II subfamily, D49 sub-subfamily	Blood coagulation cascade inhibiting toxin;Calcium;Direct protein sequencing;Disulfide bond;Hemostasis impairing toxin;Hydrolase;Lipid degradation;Lipid metabolism;Metal-binding;Myotoxin;Secreted;Toxin
P86822	91	Long chain scorpion toxin family, Class 2 subfamily	Cytolysis;Direct protein sequencing;Disulfide bond;Ion channel impairing toxin;Neurotoxin;Potassium channel impairing toxin;Secreted;Signal;Toxin;Voltage-gated potassium channel impairing toxin
P86828	8	Non-disulfide-bridged peptide (NDBP) superfamily, Short antimicrobial peptide (group 4) family	Direct protein sequencing;Ion channel impairing toxin;Secreted;Toxin;Voltage-gated sodium channel impairing toxin
P86907	122	Phospholipase A2 family, Group II subfamily, D49 sub-subfamily	Calcium;Direct protein sequencing;Disulfide bond;Hydrolase;Lipid degradation;Lipid metabolism;Metal-binding;Secreted;Toxin
P86942	11		3D-structure;Amidation;Direct protein sequencing;Disulfide bond;Neurotoxin;Secreted;Toxin
P86974	122	Phospholipase A2 family, Group II subfamily, D49 sub-subfamily	Blood coagulation cascade inhibiting toxin;Calcium;Direct protein sequencing;Disulfide bond;Hemostasis impairing toxin;Hydrolase;Lipid degradation;Lipid metabolism;Metal-binding;Secreted;Toxin
P86975	121	Phospholipase A2 family, Group II subfamily, K49 sub-subfamily	Direct protein sequencing;Disulfide bond;Myotoxin;Secreted;Toxin
P86976	202	Venom metalloproteinase (M12B) family, P-I subfamily	Direct protein sequencing;Disulfide bond;Fibrinogenolytic toxin;Hemostasis impairing toxin;Hydrolase;Metal-binding;Metalloprotease;Protease;Secreted;Toxin;Zinc
P86989	35	Long (4 C-C) scorpion toxin superfamily, Sodium channel inhibitor family	Direct protein sequencing;Disulfide bond;Neurotoxin;Secreted;Toxin
P86991	28		Direct protein sequencing;Secreted;Toxin
P86992	47	Long (4 C-C) scorpion toxin superfamily, Sodium channel inhibitor family, Beta subfamily	Direct protein sequencing;Disulfide bond;Neurotoxin;Secreted;Toxin
Q02454	81	Three-finger toxin family, Short-chain subfamily, Type IA cytotoxin sub-subfamily	Cardiotoxin;Cytolysis;Disulfide bond;Membrane;Secreted;Signal;Target cell membrane;Target membrane;Toxin
Q02471	138	Phospholipase A2 family, Group II subfamily, D49 sub-subfamily	3D-structure;Calcium;Direct protein sequencing;Disulfide bond;Hydrolase;Lipid degradation;Lipid metabolism;Metal-binding;Neurotoxin;Presynaptic neurotoxin;Secreted;Signal;Toxin
Q02517	138	Phospholipase A2 family, Group II subfamily, D49 sub-subfamily	Calcium;Disulfide bond;Hydrolase;Lipid degradation;Lipid metabolism;Metal-binding;Secreted;Signal;Toxin
Q02989	1411	Cationic peptide 01 (latrotoxin) family, 02 (alpha-latroinsectotoxin) subfamily	ANK repeat;Cleavage on pair of basic residues;Direct protein sequencing;Exocytosis;Membrane;Neurotoxin;Presynaptic neurotoxin;Repeat;Secreted;Target cell membrane;Target membrane;Toxin;Transmembrane
