Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length
Q7JGM1	reviewed	DEFB1_HYLLA	Beta-defensin 1 (BD-1) (Defensin, beta 1)	DEFB1	Hylobates lar (Lar gibbon) (White-handed gibbon)	68
Q7JGM2	reviewed	DEFB1_NOMCO	Beta-defensin 1 (BD-1) (Defensin, beta 1)	DEFB1	Nomascus concolor (Black crested gibbon) (Hylobates concolor)	68
Q7JIG6	reviewed	KLK15_SAGOE	Kallikrein-15 (EC 3.4.21.-)	KLK15	Saguinus oedipus (Cotton-top tamarin) (Oedipomidas oedipus)	255
Q7JZV0	reviewed	LCP2A_DROME	Cuticular protein 47Eg (Larval cuticle protein 2A)	Cpr47Eg Lcp2a CG9070	Drosophila melanogaster (Fruit fly)	117
Q7K0P4	reviewed	PGAP3_DROME	Post-GPI attachment to proteins factor 3	PGAP3 CG3271	Drosophila melanogaster (Fruit fly)	326
Q7L985	reviewed	LIGO2_HUMAN	Leucine-rich repeat and immunoglobulin-like domain-containing nogo receptor-interacting protein 2 (Leucine-rich repeat neuronal protein 3) (Leucine-rich repeat neuronal protein 6C)	LINGO2 LERN3 LRRN6C UNQ9234/PRO31993	Homo sapiens (Human)	606
Q7LZR2	reviewed	CO8A1_CHICK	Collagen alpha-1(VIII) chain	COL8A1	Gallus gallus (Chicken)	744
Q7M3V5	reviewed	CSK_CALVO	Callisulfakinin [Cleaved into: Callisulfakinin-1 (Callisulfakinin I); Callisulfakinin-2 (Callisulfakinin II)]		Calliphora vomitoria (Blue bottle fly) (Musca vomitoria)	140
Q7M429	reviewed	CYTL_TACTR	L-cystatin		Tachypleus tridentatus (Japanese horseshoe crab)	133
Q7M756	reviewed	PRS54_MOUSE	Inactive serine protease 54 (Plasma kallikrein-like protein 4)	Prss54 Klkbl4	Mus musculus (Mouse)	383
Q7PRX9	reviewed	GSG6_ANOGA	Salivary protein gSG6	AgaP_AGAP000150	Anopheles gambiae (African malaria mosquito)	115
Q7PTL2	reviewed	PBAN_ANOGA	PBAN-type neuropeptides (Pheromone/pyrokinin biosynthesis-activating neuropeptide) [Cleaved into: AAAMWFGPRL-amide (Pyrokinin-1); PQPIFYHTTSPRL-amide; DSVGENHQRPPFAPRL-amide (Pyrokinin-2); NLPFSPRL-amide (Pyrokinin-3)]	PBAN PKP AGAP002292	Anopheles gambiae (African malaria mosquito)	187
Q7PYT9	reviewed	MALT_ANOGA	Salivary alpha-glucosidase (AnGluc) (EC 3.2.1.20)	MAL1 AgaP_AGAP002102	Anopheles gambiae (African malaria mosquito)	593
Q7QDY3	reviewed	EBPR_ANOGA	Enolase-binding protein (AgEBP)	EBP AgaP_AGAP010479	Anopheles gambiae (African malaria mosquito)	407
Q7QIQ6	reviewed	CUE_ANOGA	Protein cueball	cue AGAP007023	Anopheles gambiae (African malaria mosquito)	704
Q7SXB3	reviewed	P3IP1_DANRE	Phosphoinositide-3-kinase-interacting protein 1 (Kringle domain-containing protein HGFL)	pik3ip1 hgfl zgc:66482	Danio rerio (Zebrafish) (Brachydanio rerio)	263
Q7SXF6	reviewed	CREL2_DANRE	Cysteine-rich with EGF-like domain protein 2	creld2 zgc:66383	Danio rerio (Zebrafish) (Brachydanio rerio)	341
Q7SXV9	reviewed	CALUB_DANRE	Calumenin-B	calub	Danio rerio (Zebrafish) (Brachydanio rerio)	315
Q7SYS6	reviewed	DHI1B_XENLA	Hydroxysteroid 11-beta-dehydrogenase 1-like protein B (EC 1.1.1.-) (11-beta-hydroxysteroid dehydrogenase type 3-B) (11-DH3-B) (11-beta-HSD3-B)	hsd11b1l-b hsd3-b	Xenopus laevis (African clawed frog)	291
Q7SZD9	reviewed	VM2US_GLOUS	Zinc metalloproteinase/disintegrin ussurin [Cleaved into: Snake venom metalloproteinase ussurin (SVMP) (EC 3.4.24.-); Disintegrin ussurin]		Gloydius ussuriensis (Ussuri mamushi) (Gloydius blomhoffii ussuriensis)	478
Q7T0R0	reviewed	MXRA8_XENLA	Matrix remodeling-associated protein 8	mxra8	Xenopus laevis (African clawed frog)	435
Q7T0T0	reviewed	COL11_XENLA	Collectin-11	colec11	Xenopus laevis (African clawed frog)	271
Q7T0Z7	reviewed	SHSA3_XENLA	Protein shisa-3	shisa3	Xenopus laevis (African clawed frog)	232
Q7T229	reviewed	VSPH_BOTJR	Snake venom serine protease homolog (Serine proteinase-like protein)		Bothrops jararacussu (Jararacussu)	260
Q7T247	reviewed	SLB_ECHCA	Snaclec echicetin subunit beta		Echis carinatus (Saw-scaled viper)	146
Q7T248	reviewed	SLA_ECHCA	Snaclec echicetin subunit alpha		Echis carinatus (Saw-scaled viper)	135
Q7T297	reviewed	ARB2A_DANRE	Cotranscriptional regulator ARB2A homolog (Cotranscriptional regulator FAM172A homolog) (Protein FAM172A)	arb2a fam172a zgc:64188	Danio rerio (Zebrafish) (Brachydanio rerio)	415
Q7T2L7	reviewed	I17RD_CHICK	Interleukin-17 receptor D (IL-17 receptor D) (IL-17RD) (Sef homolog) (cSEF)	IL17RD SEF	Gallus gallus (Chicken)	741
Q7T2Q6	reviewed	VKTHB_BUNFL	Kunitz-type serine protease inhibitor homolog beta-bungarotoxin B chain		Bungarus flaviceps flaviceps (Red-headed krait)	83
Q7T3K7	reviewed	DRS8_PHYSA	Dermaseptin-S8 (DRS-S8) (Dermaseptin DS VIII)		Phyllomedusa sauvagii (Waxy monkey tree frog)	79
Q7T3K8	reviewed	DRS7_PHYSA	Dermaseptin-S7 (DRS-S7) (Dermaseptin DS VII)		Phyllomedusa sauvagii (Waxy monkey tree frog)	76
Q7T3K9	reviewed	DRS6_PHYSA	Dermaseptin-S6 (DRS-S6) (Dermaseptin DS VI)		Phyllomedusa sauvagii (Waxy monkey tree frog)	81
Q7T3Q2	reviewed	CRIM1_DANRE	Cysteine-rich motor neuron 1 protein (CRIM-1)	crim1	Danio rerio (Zebrafish) (Brachydanio rerio)	1027
Q7TN22	reviewed	TXD16_MOUSE	Thioredoxin domain-containing protein 16	Txndc16 Kiaa1344	Mus musculus (Mouse)	820
Q7TNI2	reviewed	TM59L_MOUSE	Transmembrane protein 59-like (Brain-specific membrane-anchored protein)	Tmem59l Bsmap	Mus musculus (Mouse)	337
Q7TNV7	reviewed	DFB38_MOUSE	Beta-defensin 38 (BD-38) (mBD-38) (Defensin, beta 38)	Defb38	Mus musculus (Mouse)	63
Q7TNV8	reviewed	DFB34_MOUSE	Beta-defensin 34 (BD-34) (mBD-34) (Defensin, beta 34)	Defb34	Mus musculus (Mouse)	81
Q7TNV9	reviewed	DFB14_MOUSE	Beta-defensin 14 (BD-14) (mBD-14) (Defensin, beta 14)	Defb14	Mus musculus (Mouse)	67
Q7TPC1	reviewed	CDSN_MOUSE	Corneodesmosin	Cdsn	Mus musculus (Mouse)	561
Q7TPG6	reviewed	TAFA3_MOUSE	Chemokine-like protein TAFA-3	Tafa3 Fam19a3	Mus musculus (Mouse)	132
Q7TPJ0	reviewed	SSRA_RAT	Translocon-associated protein subunit alpha (TRAP-alpha) (Liver regeneration-related protein LRRG137) (Signal sequence receptor subunit alpha) (SSR-alpha)	Ssr1 Ac2-238	Rattus norvegicus (Rat)	319
Q7TQ48	reviewed	SRCA_MOUSE	Sarcalumenin	Srl Sar	Mus musculus (Mouse)	472
Q7TSP4	reviewed	IFNG_PERMA	Interferon gamma (IFN-gamma)	IFNG	Peromyscus maniculatus (North American deer mouse)	175
Q7YQB8	reviewed	SOMA_HIPAM	Somatotropin (Growth hormone)	GH1; GH2	Hippopotamus amphibius (Hippopotamus)	216
Q7YQD7	reviewed	FBLN3_MACFA	EGF-containing fibulin-like extracellular matrix protein 1 (Fibulin-3) (FIBL-3)	EFEMP1 FBLN3	Macaca fascicularis (Crab-eating macaque) (Cynomolgus monkey)	493
Q7YQE5	reviewed	PLET1_PIG	Placenta-expressed transcript 1 protein	PLET1	Sus scrofa (Pig)	210
Q7YR73	reviewed	ICOS_CANLF	Inducible T-cell costimulator (Activation-inducible lymphocyte immunomediatory molecule) (CD antigen CD278)	ICOS AILIM	Canis lupus familiaris (Dog) (Canis familiaris)	208
Q7YRB5	reviewed	IL8_TURTR	Interleukin-8 (IL-8) (C-X-C motif chemokine 8) (Chemokine (C-X-C motif) ligand 8)	CXCL8 IL8	Tursiops truncatus (Atlantic bottle-nosed dolphin) (Delphinus truncatus)	101
Q7YRN1	reviewed	SFRP4_MACMU	Secreted frizzled-related protein 4 (sFRP-4)	SFRP4	Macaca mulatta (Rhesus macaque)	346
Q7YRQ8	reviewed	TFPI2_BOVIN	Tissue factor pathway inhibitor 2 (TFPI-2)	TFPI2	Bos taurus (Bovine)	234
Q7YRR6	reviewed	SOMA_CAMDR	Somatotropin (Growth hormone)	GH1 GH	Camelus dromedarius (Dromedary) (Arabian camel)	216
Q7YS71	reviewed	IL4_BUBBU	Interleukin-4 (IL-4) (B-cell stimulatory factor 1) (BSF-1) (Lymphocyte stimulatory factor 1)	IL4	Bubalus bubalis (Domestic water buffalo)	135
Q7YT16	reviewed	LYS1_MUSDO	Lysozyme 1 (EC 3.2.1.17) (1,4-beta-N-acetylmuramidase 1)		Musca domestica (House fly)	141
Q7YXK5	reviewed	DEF1_IXORI	Defensin-1	Def1	Ixodes ricinus (Common tick) (Acarus ricinus)	76
Q7Z0H4	reviewed	SCKI_OLIMR	Neurotoxin BmP08 (Short-chain peptide BmKX)		Olivierus martensii (Manchurian scorpion) (Mesobuthus martensii)	55
Q7Z0M7	reviewed	NAS23_CAEEL	Zinc metalloproteinase nas-23 (EC 3.4.24.-) (Nematode astacin 23)	nas-23 R10H1.5	Caenorhabditis elegans	537
Q7Z0T3	reviewed	TEMPT_APLCA	Temptin		Aplysia californica (California sea hare)	125
Q7Z1F8	reviewed	ARY_ANTPE	Arylphorin		Antheraea pernyi (Chinese oak silk moth) (Bombyx pernyi)	704
Q7Z1M0	reviewed	VIT1_SOLIN	Vitellogenin-1 (Vitellogenin) (VG)		Solenopsis invicta (Red imported fire ant) (Solenopsis wagneri)	1641
Q7Z269	reviewed	SP4_POLDO	Venom serine protease (EC 3.4.21.-) (allergen Pol d 4)		Polistes dominula (European paper wasp) (Vespa dominula)	277
Q7Z2Q7	reviewed	LRR70_HUMAN	Leucine-rich repeat-containing protein 70 (Synleurin)	LRRC70 UNQ1891/PRO4337	Homo sapiens (Human)	622
Q7Z304	reviewed	MAMC2_HUMAN	MAM domain-containing protein 2 (MAM domain-containing proteoglycan) (Mamcan)	MAMDC2	Homo sapiens (Human)	686
Q7Z4R8	reviewed	CF120_HUMAN	UPF0669 protein C6orf120	C6orf120	Homo sapiens (Human)	191
Q7Z4W2	reviewed	LYZL2_HUMAN	Lysozyme-like protein 2 (Lysozyme-2) (EC 3.2.1.17)	LYZL2	Homo sapiens (Human)	148
Q7Z5A8	reviewed	TAFA3_HUMAN	Chemokine-like protein TAFA-3	TAFA3 FAM19A3	Homo sapiens (Human)	133
Q7Z5A9	reviewed	TAFA1_HUMAN	Chemokine-like protein TAFA-1	TAFA1 FAM19A1	Homo sapiens (Human)	133
Q7Z5L0	reviewed	VMO1_HUMAN	Vitelline membrane outer layer protein 1 homolog	VMO1 UNQ6350/PRO21055	Homo sapiens (Human)	202
Q7Z736	reviewed	PKHH3_HUMAN	Pleckstrin homology domain-containing family H member 3 (PH domain-containing family H member 3)	PLEKHH3	Homo sapiens (Human)	793
Q7Z7B8	reviewed	DB128_HUMAN	Beta-defensin 128 (Beta-defensin 28) (DEFB-28) (Defensin, beta 128)	DEFB128 DEFB28	Homo sapiens (Human)	93
Q7ZT98	reviewed	CRVP_OPHHA	Cysteine-rich venom protein ophanin (CRVP) (Opharin)		Ophiophagus hannah (King cobra) (Naja hannah)	239
Q7ZTA0	reviewed	CRVP_AGKPI	Cysteine-rich venom protein piscivorin		Agkistrodon piscivorus piscivorus (Eastern cottonmouth)	240
Q7ZUC2	reviewed	CAB45_DANRE	45 kDa calcium-binding protein (Cab45) (Stromal cell-derived factor 4) (SDF-4)	sdf4 cab45 zgc:76916	Danio rerio (Zebrafish) (Brachydanio rerio)	356
Q7ZUW2	reviewed	HYOU1_DANRE	Hypoxia up-regulated protein 1	hyou1 hsph4	Danio rerio (Zebrafish) (Brachydanio rerio)	980
Q7ZW34	reviewed	CNTN5_DANRE	Contactin-5	cntn5 zgc:55318	Danio rerio (Zebrafish) (Brachydanio rerio)	1056
Q7ZXL5	reviewed	NELL2_XENLA	Protein kinase C-binding protein NELL2 (NEL-like protein 2)	nell2.L	Xenopus laevis (African clawed frog)	814
Q7ZXS8	reviewed	CALRL_XENLA	Calcitonin gene-related peptide type 1 receptor (CGRP type 1 receptor) (Calcitonin receptor-like receptor)	calcrl	Xenopus laevis (African clawed frog)	476
Q7ZXX1	reviewed	CADM3_XENLA	Cell adhesion molecule 3 (Immunoglobulin superfamily member 4B) (IgSF4B)	cadm3 igsf4b	Xenopus laevis (African clawed frog)	394
Q7ZXZ6	reviewed	AUGN_XENLA	Augurin	ecrg4	Xenopus laevis (African clawed frog)	136
Q7ZZN9	reviewed	CRVP_PROJR	Cysteine-rich venom protein (TJ-CRVP)		Protobothrops jerdonii (Jerdon's pitviper) (Trimeresurus jerdonii)	240
Q7ZZR3	reviewed	BRNP1_CHICK	BMP/retinoic acid-inducible neural-specific protein 1 (Deleted in bladder cancer protein 1 homolog)	BRINP1 BRINP DBC1 FAM5A	Gallus gallus (Chicken)	761
Q7ZZV4	reviewed	TSHB_ANGJA	Thyrotropin subunit beta (Thyroid-stimulating hormone subunit beta) (TSH-B) (TSH-beta) (Thyrotropin beta chain)	tshb	Anguilla japonica (Japanese eel)	147
Q800C1	reviewed	PA2AH_CROVV	Acidic phospholipase A2 Cvv-E6h (svPLA2) (EC 3.1.1.4) (Phosphatidylcholine 2-acylhydrolase)		Crotalus viridis viridis (Prairie rattlesnake)	138
Q800C2	reviewed	PA2AG_CROVV	Acidic phospholipase A2 Cvv-E6g (svPLA2) (EC 3.1.1.4) (Phosphatidylcholine 2-acylhydrolase)		Crotalus viridis viridis (Prairie rattlesnake)	138
Q800F1	reviewed	BRK1_PHYSA	Kininogen-1 [Cleaved into: [Thr6]-phyllokinin; [Thr6]-bradykinin]		Phyllomedusa sauvagii (Waxy monkey tree frog)	62
Q800I7	reviewed	ANFC4_ORYLA	C-type natriuretic peptide 4	cnp-4	Oryzias latipes (Japanese rice fish) (Japanese killifish)	121
Q800I8	reviewed	ANFC3_ORYLA	C-type natriuretic peptide 3	cnp-3	Oryzias latipes (Japanese rice fish) (Japanese killifish)	112
Q800R3	reviewed	PLS1_PHYBI	Phylloseptin-B1 (PLS-B1) (Dermaseptin PBN1) (DRP-PBN1)		Phyllomedusa bicolor (Two-colored leaf frog) (Rana bicolor)	66
Q800R9	reviewed	CR1B_PELCA	Caerin 1.11		Pelodryas caerulea (Green tree frog) (Litoria caerulea)	75
Q800S1	reviewed	PTC2_AGACL	Plasticin-C2 (DRP-AC2)		Agalychnis callidryas (Red-eyed tree frog) (Phyllomedusa callidryas)	71
Q800S2	reviewed	PTC1_AGACL	Plasticin-C1 (DRP-AC1)		Agalychnis callidryas (Red-eyed tree frog) (Phyllomedusa callidryas)	71
Q802F0	reviewed	VSPP1_GLOHA	Snake venom serine protease PTLE1 (SVSP) (EC 3.4.21.-)		Gloydius halys (Chinese water mocassin) (Agkistrodon halys)	258
Q802F2	reviewed	SELTA_DANRE	Thioredoxin reductase-like selenoprotein T1a (EC 1.8.1.9)	selenot1a selt1a sept1a	Danio rerio (Zebrafish) (Brachydanio rerio)	193
Q802F3	reviewed	SEP15_DANRE	Selenoprotein F (15 kDa selenoprotein)	selenof cb29 sep15 zgc:86882	Danio rerio (Zebrafish) (Brachydanio rerio)	153
Q802G7	reviewed	SELM_DANRE	Selenoprotein M (SePM) (SelM)	Selenom selm sepm zgc:103431	Danio rerio (Zebrafish) (Brachydanio rerio)	151
Q804S2	reviewed	BMP2_TETNG	Bone morphogenetic protein 2 (BMP-2)	bmp2 GSTENG00020275001	Tetraodon nigroviridis (Spotted green pufferfish) (Chelonodon nigroviridis)	420
Q805D4	reviewed	ANFC3_TAKRU	C-type natriuretic peptide 3	cnp-3	Takifugu rubripes (Japanese pufferfish) (Fugu rubripes)	158
Q805D7	reviewed	ANFB_TAKRU	Brain natriuretic peptide (B-type natriuretic peptide)	nppb bnp	Takifugu rubripes (Japanese pufferfish) (Fugu rubripes)	133
Q805D8	reviewed	ANF_TAKRU	Natriuretic peptides A (Prepronatriodilatin) [Cleaved into: Atrial natriuretic factor (ANF) (Atrial natriuretic peptide) (ANP)]	nppa anp	Takifugu rubripes (Japanese pufferfish) (Fugu rubripes)	139
Q805E8	reviewed	ANFB_OREMO	Brain natriuretic peptide (B-type natriuretic peptide)	nppb bnp	Oreochromis mossambicus (Mozambique tilapia) (Tilapia mossambica)	138
Q805E9	reviewed	ANF_OREMO	Natriuretic peptides A (Prepronatriodilatin) [Cleaved into: Atrial natriuretic factor (ANF) (Atrial natriuretic peptide) (ANP); ANP-24]	nppa anp	Oreochromis mossambicus (Mozambique tilapia) (Tilapia mossambica)	140
Q805F5	reviewed	DIDA_AGKPI	Disintegrin piscivostatin-alpha (PVS-alpha)		Agkistrodon piscivorus piscivorus (Eastern cottonmouth)	111
Q80SS5	reviewed	IFNAC_MOUSE	Interferon alpha-12 (IFN-alpha-12)	Ifna12	Mus musculus (Mouse)	189
Q80SU4	reviewed	IFNAD_MOUSE	Interferon alpha-13 (IFN-alpha-13)	Ifna13	Mus musculus (Mouse)	189
Q80TN4	reviewed	DJC16_MOUSE	DnaJ homolog subfamily C member 16 (Endoplasmic reticulum DNA J domain-containing protein 8) (ER-resident protein ERdj8) (ERdj8)	Dnajc16 Erdj8 Kiaa0962	Mus musculus (Mouse)	772
Q80UB0	reviewed	TEST2_MOUSE	Testin-2 [Cleaved into: Testin-1]		Mus musculus (Mouse)	333
Q80W15	reviewed	IBPL1_MOUSE	Insulin-like growth factor-binding protein-like 1 (IGFBP-related protein 10) (Insulin-like growth factor-binding-related protein 4) (IGFBP-rP4)	Igfbpl1 Igfbprp4	Mus musculus (Mouse)	270
Q80W87	reviewed	ROBO4_RAT	Roundabout homolog 4	Robo4	Rattus norvegicus (Rat)	961
Q80WM5	reviewed	HPLN3_MOUSE	Hyaluronan and proteoglycan link protein 3	Hapln3 Lpr3	Mus musculus (Mouse)	359
Q80XG2	reviewed	IL21_PERMA	Interleukin-21 (IL-21)	Il21	Peromyscus maniculatus (North American deer mouse)	123
Q80XI7	reviewed	VOME_MOUSE	Vomeromodulin (BPI fold-containing family B member 9A)	Bpifb9a	Mus musculus (Mouse)	591
Q80Y72	reviewed	CSTL1_MOUSE	Cystatin-like 1	Cstl1 Rcet1	Mus musculus (Mouse)	140
Q80ZN5	reviewed	CST13_MOUSE	Cystatin-13 (Cystatin-T)	Cst13 Cymg1	Mus musculus (Mouse)	141
Q80ZU7	reviewed	BPIB3_MOUSE	BPI fold-containing family B member 3 (Ligand-binding protein RYA3) (Long palate, lung and nasal epithelium carcinoma-associated protein 3)	Bpifb3 Lplunc3 Rya3	Mus musculus (Mouse)	473
Q862B1	reviewed	CRSP1_PIG	Calcitonin receptor-stimulating peptide 1 (CRSP-1)	CRSP1 CRSP	Sus scrofa (Pig)	126
Q863B4	reviewed	TFF3_CANLF	Trefoil factor 3 (Intestinal trefoil factor)	TFF3 ITF	Canis lupus familiaris (Dog) (Canis familiaris)	80
Q863H2	reviewed	NCTR1_BOVIN	Natural cytotoxicity triggering receptor 1 (Natural killer cell p46-related protein) (NK-p46) (NKp46) (CD antigen CD335)	NCR1	Bos taurus (Bovine)	308
Q863H5	reviewed	PROK2_BOVIN	Prokineticin-2 (PK2)	PROK2	Bos taurus (Bovine)	128
Q864T7	reviewed	B2MG_ORNAN	Beta-2-microglobulin	B2M	Ornithorhynchus anatinus (Duckbill platypus)	118
Q864T8	reviewed	B2MG_MONDO	Beta-2-microglobulin	B2M	Monodelphis domestica (Gray short-tailed opossum)	123
Q864V4	reviewed	UPK3B_BOVIN	Uroplakin-3b (UP3b) (Uroplakin IIIb) (UPIIIb) (p35)	UPK3B	Bos taurus (Bovine)	279
Q864V6	reviewed	IL13_MACMU	Interleukin-13 (IL-13)	IL13	Macaca mulatta (Rhesus macaque)	132
Q865C0	reviewed	CAH6_CANLF	Carbonic anhydrase 6 (EC 4.2.1.1) (Carbonate dehydratase VI) (Carbonic anhydrase VI) (CA-VI)	CA6	Canis lupus familiaris (Dog) (Canis familiaris)	320
Q865F0	reviewed	ASIP_FELCA	Agouti-signaling protein (ASP) (Agouti switch protein)	ASIP	Felis catus (Cat) (Felis silvestris catus)	135
Q865F5	reviewed	CXL10_MACNE	C-X-C motif chemokine 10 (10 kDa interferon gamma-induced protein) (Gamma-IP10) (IP-10) (Small-inducible cytokine B10)	CXCL10	Macaca nemestrina (Pig-tailed macaque)	98
Q865R3	reviewed	BASI_BOVIN	Basigin (EMMPRIN) (CD antigen CD147)	BSG	Bos taurus (Bovine)	205
Q865W6	reviewed	IFNG_CAMBA	Interferon gamma (IFN-gamma)	IFNG	Camelus bactrianus (Bactrian camel)	166
Q865W9	reviewed	IL12B_LAMGL	Interleukin-12 subunit beta (IL-12B) (Cytotoxic lymphocyte maturation factor 40 kDa subunit) (CLMF p40) (IL-12 subunit p40)	IL12B	Lama glama (Llama)	330
Q865X0	reviewed	IL12A_LAMGL	Interleukin-12 subunit alpha (IL-12A) (Cytotoxic lymphocyte maturation factor 35 kDa subunit) (CLMF p35) (IL-12 subunit p35)	IL12A	Lama glama (Llama)	222
Q865X1	reviewed	IFNG_LAMGL	Interferon gamma (IFN-gamma)	IFNG	Lama glama (Llama)	166
Q865X4	reviewed	IL10_LAMGL	Interleukin-10 (IL-10) (Cytokine synthesis inhibitory factor) (CSIF)	IL10	Lama glama (Llama)	178
Q865X5	reviewed	IL4_LAMGL	Interleukin-4 (IL-4) (B-cell stimulatory factor 1) (BSF-1) (Lymphocyte stimulatory factor 1)	IL4	Lama glama (Llama)	133
Q865Y1	reviewed	IL2_PAPAN	Interleukin-2 (IL-2) (T-cell growth factor) (TCGF)	IL2 IL-2	Papio anubis (Olive baboon)	154
Q865Y2	reviewed	IL12A_PAPAN	Interleukin-12 subunit alpha (IL-12A) (Cytotoxic lymphocyte maturation factor 35 kDa subunit) (CLMF p35) (IL-12 subunit p35)	IL12A	Papio anubis (Olive baboon)	219
Q866G3	reviewed	IL12B_BUBBU	Interleukin-12 subunit beta (IL-12B) (Cytotoxic lymphocyte maturation factor 40 kDa subunit) (CLMF p40) (IL-12 subunit p40)	IL12B	Bubalus bubalis (Domestic water buffalo)	327
Q866R8	reviewed	IL1RA_MACFA	Interleukin-1 receptor antagonist protein (IL-1RN) (IL-1ra) (IRAP) (IL1 inhibitor)	IL1RN	Macaca fascicularis (Crab-eating macaque) (Cynomolgus monkey)	177
Q866X6	reviewed	CAH11_PIG	Carbonic anhydrase-related protein 11 (CA-RP XI) (CA-XI) (CARP XI)	CA11	Sus scrofa (Pig)	331
Q866X7	reviewed	CAH11_BOVIN	Carbonic anhydrase-related protein 11 (CA-RP XI) (CA-XI) (CARP XI)	CA11	Bos taurus (Bovine)	328
Q866Y6	reviewed	IFNG_BOSIN	Interferon gamma (IFN-gamma)	IFNG	Bos indicus (Zebu)	166
Q867B1	reviewed	EPO_HORSE	Erythropoietin	EPO	Equus caballus (Horse)	192
Q867W1	reviewed	FRP1_PROCL	FMRFamide-related neuropeptides [Cleaved into: GYRKPPFNGSIF-amide (SIFamide); C-terminal peptide]		Procambarus clarkii (Red swamp crayfish)	76
Q868N5	reviewed	VIT_APIME	Vitellogenin	Vg	Apis mellifera (Honeybee)	1770
Q86BF9	reviewed	OB59A_DROME	Odorant-binding protein 59a	Obp59a Obp58a CG13517	Drosophila melanogaster (Fruit fly)	202
Q86BX0	reviewed	KA158_OLIMR	Potassium channel toxin alpha-KTx 15.8 (BmKKx1) (Neurotoxin Kk4)		Olivierus martensii (Manchurian scorpion) (Mesobuthus martensii)	60
Q86LE4	reviewed	DEFI_RHIMP	Defensin		Rhipicephalus microplus (Cattle tick) (Boophilus microplus)	74
Q86MA1	reviewed	MOR_MANSE	Moricin		Manduca sexta (Tobacco hawkmoth) (Tobacco hornworm)	67
Q86NG3	reviewed	CLC88_CAEEL	C-type lectin domain-containing protein 88 (Chondroitin proteoglycan 6)	clec-88 cpg-6 K10B2.3	Caenorhabditis elegans	228
Q86PT9	reviewed	ABP_RHOPR	Biogenic amine-binding protein (ABP)		Rhodnius prolixus (Triatomid bug)	217
Q86R84	reviewed	CHL18_DERFA	Chitinase-like mite allergen Der f 18.0101 (60 kDa allergen) (60 kDa chitinase homolog) (Allergen Der f 18) (allergen Der f 18.0101)		Dermatophagoides farinae (American house dust mite)	462
Q86RA3	reviewed	O16A_CONVX	Conotoxin VxVIA (Conotoxin vx6a)		Conus vexillum (Flag cone)	74
Q86RS3	reviewed	DFP_MANSE	Putative defense protein Hdd11-like		Manduca sexta (Tobacco hawkmoth) (Tobacco hornworm)	166
Q86SA8	reviewed	AGH_PORDI	Androgenic gland hormone (Pod-AGH) [Cleaved into: Androgenic gland hormone B chain; Androgenic gland hormone A chain]	AGH	Porcellio dilatatus (Woodlouse)	146
Q86SD9	reviewed	SCX3_ANDAM	Toxin Aam3 (AamH3) (Alpha-neurotoxin 3)		Androctonus amoreuxi (African fattail scorpion) (Scorpio amoreuxi)	86
Q86SE0	reviewed	SCX2_ANDAM	Toxin Aam2 (AamH2) (Alpha-neurotoxin 2)		Androctonus amoreuxi (African fattail scorpion) (Scorpio amoreuxi)	86
Q86SE1	reviewed	SCX1_ANDAM	Toxin Aam1 (AamH1) (Alpha-neurotoxin 1)	H1	Androctonus amoreuxi (African fattail scorpion) (Scorpio amoreuxi)	83
Q86SI9	reviewed	CEI_HUMAN	Putative uncharacterized protein IRX2-DT (Coordinated expression to IRXA2 protein) (IRX2 divergent transcript) (Protein CEI)	IRX2-DT C5orf38 CEI	Homo sapiens (Human)	138
Q86TE4	reviewed	LUZP2_HUMAN	Leucine zipper protein 2	LUZP2 UNQ2566/PRO6246	Homo sapiens (Human)	346
Q86VR8	reviewed	FJX1_HUMAN	Four-jointed box protein 1 (Four-jointed protein homolog)	FJX1	Homo sapiens (Human)	437
Q86XS5	reviewed	ANGL5_HUMAN	Angiopoietin-related protein 5 (Angiopoietin-like protein 5)	ANGPTL5 UNQ5795/PRO19600	Homo sapiens (Human)	388
Q86YQ2	reviewed	LATH_HUMAN	Putative BPIFA4P protein (BPI fold containing family A, member 4, pseudogene) (Breast cancer and salivary gland-expressed protein) (Putative latherin)	BPIFA4P BASE LATH	Homo sapiens (Human)	179
Q8AUU1	reviewed	GHRL_CARAU	Ghrelin [Cleaved into: Ghrelin-12; Ghrelin-19]	ghrl	Carassius auratus (Goldfish)	103
Q8AV84	reviewed	BTD_TAKRU	Biotinidase (Biotinase) (EC 3.5.1.12)	btd	Takifugu rubripes (Japanese pufferfish) (Fugu rubripes)	504
Q8AVB2	reviewed	GDF8_COTCO	Growth/differentiation factor 8 (GDF-8) (Myostatin)	MSTN GDF8	Coturnix coturnix (Common quail) (Tetrao coturnix)	375
Q8AVF4	reviewed	MLECB_XENLA	Malectin-B	mlec-b	Xenopus laevis (African clawed frog)	276
Q8AVH7	reviewed	EGFL6_XENLA	Epidermal growth factor-like protein 6 (EGF-like protein 6)	egfl6	Xenopus laevis (African clawed frog)	544
Q8AWW5	reviewed	CRIM1_CHICK	Cysteine-rich motor neuron 1 protein (CRIM-1)	CRIM1	Gallus gallus (Chicken)	1048
Q8AXP2	reviewed	CCD80_CHICK	Coiled-coil domain-containing protein 80 (Equarin)	CCDC80	Gallus gallus (Chicken)	958
